date,product_name,category,quantity,unit_price,customer_id,total_revenue
2022-01-28,Jeans Slim,Dress,4,1111600.0,1267,4446400.0
2022-03-07,Scarf Wool,T-Shirt,5,1578501.0,1781,7892505.0
2022-06-12,Scarf Wool,Hoodie,2,610579.0,1609,1221158.0
2022-08-17,Scarf Wool,Jacket,4,1499273.0,1946,5997092.0
2022-09-18,Jacket Leather,T-Shirt,2,527935.0,2381,1055870.0
2022-06-13,Jeans Slim,Dress,3,1510333.0,2830,4530999.0
2022-10-28,Dress Summer,Dress,2,1707718.0,2025,3415436.0
2022-10-30,Jeans Slim,Accessory,4,770326.0,2831,3081304.0
2022-10-14,Jacket Leather,Hoodie,3,1071324.0,2051,3213972.0
2022-01-10,T-Shirt Basic,T-Shirt,4,1270410.0,1548,5081640.0
2022-07-14,Jacket Leather,Jeans,4,373181.0,1160,1492724.0
2022-04-28,Scarf Wool,T-Shirt,3,1015825.0,1937,3047475.0
2022-09-27,T-Shirt Basic,Accessory,2,808907.0,1399,1617814.0
2022-03-21,Scarf Wool,Dress,1,1602306.0,1543,1602306.0
2022-04-03,Hoodie Oversize,Hoodie,1,1608853.0,1127,1608853.0
2022-09-23,Jacket Leather,Hoodie,1,1336208.0,2798,1336208.0
2022-11-28,Jacket Leather,Jeans,1,1266373.0,2881,1266373.0
2022-12-16,Dress Summer,Hoodie,5,1387217.0,2009,6936085.0
2022-12-27,Jeans Slim,Accessory,1,817280.0,1948,817280.0
2022-09-14,T-Shirt Basic,Accessory,3,877005.0,1210,2631015.0
2022-05-13,T-Shirt Basic,Accessory,1,1108242.0,1150,1108242.0
2022-10-03,Dress Summer,Hoodie,4,1703944.0,1031,6815776.0
2022-09-21,Dress Summer,Hoodie,1,1372200.0,1612,1372200.0
2022-06-20,Jeans Slim,Accessory,2,1104033.0,2865,2208066.0
2022-01-01,Scarf Wool,Hoodie,3,1444140.0,1302,4332420.0
2022-11-09,Jeans Slim,Hoodie,3,824880.0,1963,2474640.0
2022-03-05,Jacket Leather,Dress,5,1382223.0,1865,6911115.0
2022-10-11,Scarf Wool,T-Shirt,4,886548.0,2755,3546192.0
2022-05-01,Hoodie Oversize,Jacket,3,683475.0,1765,2050425.0
2022-04-17,Jeans Slim,Hoodie,2,1195072.0,1683,2390144.0
2022-06-24,Dress Summer,Jacket,1,1314660.0,1257,1314660.0
2022-07-23,Scarf Wool,Jacket,3,961905.0,1940,2885715.0
2022-06-14,Jeans Slim,Dress,2,1126526.0,2081,2253052.0
2022-11-01,T-Shirt Basic,Hoodie,1,1325802.0,1009,1325802.0
2022-04-30,Hoodie Oversize,Accessory,5,1439951.0,2029,7199755.0
2022-02-13,Jacket Leather,Jacket,3,1638136.0,1847,4914408.0
2022-11-08,T-Shirt Basic,Hoodie,3,799544.0,2138,2398632.0
2022-06-05,T-Shirt Basic,Jeans,2,1724790.0,1777,3449580.0
2022-07-26,Hoodie Oversize,Accessory,4,1237784.0,1685,4951136.0
2022-04-18,Jacket Leather,Jeans,5,1470938.0,1732,7354690.0
2022-09-08,Dress Summer,Jeans,4,1334642.0,2229,5338568.0
2022-11-30,Scarf Wool,Jacket,3,568636.0,1024,1705908.0
2022-05-10,Jacket Leather,Jeans,4,360729.0,1493,1442916.0
2022-10-20,Jeans Slim,Dress,1,1375744.0,1970,1375744.0
2022-01-20,T-Shirt Basic,Dress,5,1042132.0,2706,5210660.0
2022-10-09,Jeans Slim,Jacket,4,1338431.0,2430,5353724.0
2022-10-12,Dress Summer,Hoodie,1,989106.0,1103,989106.0
2022-01-01,Jeans Slim,T-Shirt,2,733964.0,2084,1467928.0
2022-04-29,Jacket Leather,Hoodie,4,691778.0,2110,2767112.0
2022-02-04,Jeans Slim,Hoodie,5,1382325.0,1767,6911625.0
2022-07-17,Dress Summer,Hoodie,1,679009.0,2023,679009.0
2022-09-02,Dress Summer,Hoodie,4,1357749.0,2701,5430996.0
2022-02-28,Dress Summer,Accessory,2,845138.0,1372,1690276.0
2022-11-21,Jacket Leather,T-Shirt,4,1444893.0,1679,5779572.0
2022-06-10,Dress Summer,Accessory,1,471355.0,1596,471355.0
2022-06-28,T-Shirt Basic,Jeans,4,567719.0,2994,2270876.0
2022-07-25,Dress Summer,Hoodie,5,1313163.0,1202,6565815.0
2022-01-12,Jeans Slim,Dress,3,1118358.0,2626,3355074.0
2022-10-03,Scarf Wool,Jacket,1,566011.0,1089,566011.0
2022-06-30,Jeans Slim,Jacket,1,1649382.0,1437,1649382.0
2022-08-30,Scarf Wool,Accessory,1,677713.0,1120,677713.0
2022-08-04,Jeans Slim,Accessory,1,902661.0,1156,902661.0
2022-09-08,Jacket Leather,Dress,4,563546.0,2997,2254184.0
2022-10-26,Jeans Slim,Hoodie,5,851443.0,1399,4257215.0
2022-05-06,Jacket Leather,T-Shirt,2,1012052.0,2724,2024104.0
2022-08-05,Jacket Leather,Jeans,5,707633.0,1188,3538165.0
2022-11-02,Dress Summer,Jacket,1,1442095.0,2798,1442095.0
2022-10-12,T-Shirt Basic,Jeans,4,860596.0,2076,3442384.0
2022-07-04,Scarf Wool,T-Shirt,4,1380740.0,1652,5522960.0
2022-02-08,Dress Summer,Accessory,1,570962.0,2555,570962.0
2022-08-11,Dress Summer,Jacket,4,834405.0,2504,3337620.0
2022-07-03,Jacket Leather,Jeans,1,262490.0,1587,262490.0
2022-06-27,Jacket Leather,Accessory,5,1425888.0,1230,7129440.0
2022-10-21,Scarf Wool,T-Shirt,3,1220124.0,2505,3660372.0
2022-12-06,Jeans Slim,Jeans,4,1517626.0,2154,6070504.0
2022-05-31,Jeans Slim,Hoodie,1,956197.0,1055,956197.0
2022-05-06,Dress Summer,Accessory,1,1489598.0,1271,1489598.0
2022-10-28,Hoodie Oversize,T-Shirt,4,1253753.0,2984,5015012.0
2022-11-04,Hoodie Oversize,Jeans,2,255600.0,2124,511200.0
2022-12-02,Jeans Slim,Hoodie,1,643226.0,2093,643226.0
2022-08-22,Hoodie Oversize,Hoodie,4,1015532.0,2935,4062128.0
2022-01-08,Jeans Slim,T-Shirt,1,1208965.0,2323,1208965.0
2022-12-07,Jacket Leather,Dress,2,351666.0,1970,703332.0
2022-05-09,Dress Summer,Jacket,3,1342874.0,2553,4028622.0
2022-09-21,T-Shirt Basic,T-Shirt,2,1092481.0,2378,2184962.0
2022-06-06,Dress Summer,Hoodie,5,1064958.0,2652,5324790.0
2022-12-18,Jeans Slim,Hoodie,4,702671.0,2176,2810684.0
2022-12-24,Jeans Slim,T-Shirt,2,1171976.0,1330,2343952.0
2022-01-05,Dress Summer,Dress,3,292614.0,1116,877842.0
2022-03-27,Scarf Wool,Jacket,1,350286.0,2566,350286.0
2022-06-24,Jeans Slim,Jeans,4,1387499.0,1323,5549996.0
2022-10-17,Hoodie Oversize,T-Shirt,2,748932.0,1563,1497864.0
2022-07-12,Hoodie Oversize,Jacket,3,787799.0,2596,2363397.0
2022-11-07,Jeans Slim,Jacket,2,572997.0,1229,1145994.0
2022-04-29,Jeans Slim,Accessory,5,940712.0,2795,4703560.0
2022-08-06,Scarf Wool,Hoodie,4,330590.0,1360,1322360.0
2022-04-24,Hoodie Oversize,Jeans,1,715563.0,2029,715563.0
2022-05-25,Jeans Slim,T-Shirt,3,1067042.0,1028,3201126.0
2022-01-26,Jeans Slim,Hoodie,2,971729.0,2790,1943458.0
2022-05-16,Scarf Wool,Accessory,4,1799488.0,2388,7197952.0
2022-10-30,Scarf Wool,Accessory,2,852585.0,2486,1705170.0
2022-08-20,Dress Summer,Hoodie,4,849849.0,2255,3399396.0
2022-03-17,Scarf Wool,Dress,5,1030552.0,2419,5152760.0
2022-11-24,T-Shirt Basic,Jacket,2,544970.0,2992,1089940.0
2022-12-11,Hoodie Oversize,T-Shirt,5,1608272.0,1869,8041360.0
2022-10-29,Dress Summer,T-Shirt,3,1137015.0,2736,3411045.0
2022-10-16,T-Shirt Basic,T-Shirt,5,547767.0,2868,2738835.0
2022-01-01,Jeans Slim,Hoodie,4,1479834.0,2295,5919336.0
2022-05-27,Jeans Slim,Dress,3,303215.0,2875,909645.0
2022-10-14,Dress Summer,Jeans,2,1772975.0,2328,3545950.0
2022-05-22,Scarf Wool,Accessory,2,1590981.0,2407,3181962.0
2022-02-22,Jeans Slim,Hoodie,4,1148441.0,2582,4593764.0
2022-10-31,Jacket Leather,Jeans,1,422508.0,1028,422508.0
2022-03-10,Dress Summer,Accessory,1,583673.0,2543,583673.0
2022-12-27,T-Shirt Basic,Accessory,2,683125.0,1744,1366250.0
2022-03-31,Dress Summer,Dress,4,623599.0,2223,2494396.0
2022-08-08,Hoodie Oversize,Jacket,1,1021156.0,2630,1021156.0
2022-07-11,Scarf Wool,T-Shirt,5,1714069.0,2106,8570345.0
2022-03-04,Scarf Wool,Jeans,2,938468.0,2112,1876936.0
2022-03-14,Dress Summer,Hoodie,5,1275425.0,2414,6377125.0
2022-06-10,Jeans Slim,Jeans,4,1317304.0,2722,5269216.0
2022-06-18,Jeans Slim,Jacket,5,1600950.0,2779,8004750.0
2022-03-30,Jacket Leather,T-Shirt,1,302423.0,1580,302423.0
2022-06-25,Jacket Leather,Jeans,1,876712.0,2847,876712.0
2022-09-26,Scarf Wool,Jacket,3,1466339.0,1451,4399017.0
2022-03-14,Jacket Leather,Hoodie,2,1513044.0,1433,3026088.0
2022-09-02,T-Shirt Basic,Dress,4,1687366.0,1374,6749464.0
2022-03-18,Jacket Leather,Accessory,2,1339331.0,1435,2678662.0
2022-06-08,T-Shirt Basic,Hoodie,5,629989.0,2211,3149945.0
2022-11-20,Jacket Leather,T-Shirt,4,1033782.0,2775,4135128.0
2022-04-08,Scarf Wool,Accessory,4,300135.0,2414,1200540.0
2022-04-12,Scarf Wool,Hoodie,1,1252739.0,1218,1252739.0
2022-05-12,T-Shirt Basic,Hoodie,5,1109158.0,2132,5545790.0
2022-04-12,Dress Summer,Hoodie,1,1283596.0,2843,1283596.0
2022-01-19,Scarf Wool,Hoodie,1,1691718.0,2574,1691718.0
2022-03-23,Dress Summer,Accessory,3,1315279.0,2931,3945837.0
2022-10-06,Jeans Slim,T-Shirt,1,746697.0,1948,746697.0
2022-12-05,T-Shirt Basic,Jacket,2,558042.0,1349,1116084.0
2022-12-31,Scarf Wool,Jeans,4,1574686.0,1788,6298744.0
2022-11-27,Hoodie Oversize,Dress,1,551215.0,2546,551215.0
2022-05-09,Jeans Slim,Jeans,2,500495.0,1026,1000990.0
2022-12-10,Dress Summer,Jeans,5,570249.0,2072,2851245.0
2022-11-06,Scarf Wool,Dress,4,1038703.0,1859,4154812.0
2022-03-30,T-Shirt Basic,Accessory,5,442491.0,1370,2212455.0
2022-08-01,Jacket Leather,T-Shirt,2,1704083.0,2038,3408166.0
2022-05-23,Hoodie Oversize,Dress,5,1747693.0,2636,8738465.0
2022-03-06,Dress Summer,T-Shirt,5,1759393.0,2211,8796965.0
2022-03-17,Jeans Slim,Accessory,5,310643.0,2548,1553215.0
2022-07-18,T-Shirt Basic,Jeans,1,1716606.0,1884,1716606.0
2022-05-23,Hoodie Oversize,T-Shirt,1,1795993.0,2915,1795993.0
2022-11-12,T-Shirt Basic,Accessory,1,1710765.0,1279,1710765.0
2022-04-03,Scarf Wool,Accessory,4,1289955.0,1341,5159820.0
2022-11-01,Jacket Leather,Jacket,2,1336907.0,2352,2673814.0
2022-08-12,Jeans Slim,Dress,1,439492.0,2703,439492.0
2022-10-18,T-Shirt Basic,Jacket,5,1605160.0,2658,8025800.0
2022-04-12,Dress Summer,Jeans,5,342441.0,2929,1712205.0
2022-09-24,Scarf Wool,Dress,5,742482.0,1607,3712410.0
2022-12-21,Scarf Wool,Jeans,5,1786285.0,2049,8931425.0
2022-04-20,Jeans Slim,Jacket,3,904608.0,1529,2713824.0
2022-11-26,Scarf Wool,Accessory,4,453292.0,1426,1813168.0
2022-09-22,Dress Summer,Jeans,2,1752407.0,1029,3504814.0
2022-01-03,T-Shirt Basic,Dress,2,1775416.0,1956,3550832.0
2022-03-26,Jeans Slim,Dress,1,539916.0,1323,539916.0
2022-10-09,Scarf Wool,Jeans,3,1590446.0,2877,4771338.0
2022-11-24,Scarf Wool,Dress,2,855156.0,1313,1710312.0
2022-10-31,Dress Summer,Accessory,4,841121.0,1584,3364484.0
2022-04-27,Jacket Leather,Accessory,5,657181.0,2294,3285905.0
2022-08-09,Jacket Leather,Dress,1,319301.0,1762,319301.0
2022-06-03,Scarf Wool,Jeans,4,665414.0,1295,2661656.0
2022-06-02,T-Shirt Basic,Jacket,2,333354.0,1656,666708.0
2022-01-12,Jeans Slim,Dress,3,1682777.0,1786,5048331.0
2022-05-13,Scarf Wool,Dress,1,1275667.0,1223,1275667.0
2022-10-31,Hoodie Oversize,Dress,2,1624265.0,1075,3248530.0
2022-10-20,Jeans Slim,Dress,1,1361801.0,1102,1361801.0
2022-10-27,Jacket Leather,Jeans,2,453495.0,2556,906990.0
2022-08-16,Scarf Wool,Jacket,5,1707901.0,2653,8539505.0
2022-09-28,Dress Summer,Jacket,3,1644834.0,2710,4934502.0
2022-02-12,Hoodie Oversize,T-Shirt,5,789518.0,1885,3947590.0
2022-12-09,Scarf Wool,Dress,2,422877.0,1173,845754.0
2022-11-22,T-Shirt Basic,Dress,4,1341440.0,2028,5365760.0
2022-10-29,Hoodie Oversize,T-Shirt,5,1378960.0,2876,6894800.0
2022-12-30,Scarf Wool,Jacket,4,1640085.0,2503,6560340.0
2022-01-21,T-Shirt Basic,Hoodie,2,331616.0,2684,663232.0
2022-04-17,Hoodie Oversize,Accessory,3,469641.0,1395,1408923.0
2022-12-02,T-Shirt Basic,Hoodie,4,1177286.0,2650,4709144.0
2022-10-30,T-Shirt Basic,Jacket,2,1209654.0,1833,2419308.0
2022-04-27,Hoodie Oversize,Dress,4,302095.0,2004,1208380.0
2022-05-04,Hoodie Oversize,Hoodie,5,865245.0,2938,4326225.0
2022-10-08,T-Shirt Basic,Jeans,2,1155451.0,1167,2310902.0
2022-10-19,Jacket Leather,Jeans,5,1393763.0,1300,6968815.0
2022-07-22,Hoodie Oversize,T-Shirt,1,740034.0,1118,740034.0
2022-02-20,Scarf Wool,Jacket,2,1000050.0,1512,2000100.0
2022-09-28,Jeans Slim,Jacket,4,1511785.0,1612,6047140.0
2022-11-20,Dress Summer,Hoodie,1,1728537.0,2810,1728537.0
2022-10-04,T-Shirt Basic,Dress,5,606988.0,2199,3034940.0
2022-05-21,T-Shirt Basic,Jacket,5,642215.0,1159,3211075.0
2022-10-02,Dress Summer,Hoodie,4,1706718.0,2408,6826872.0
2022-10-17,Jacket Leather,Hoodie,1,863662.0,2251,863662.0
2022-11-30,Dress Summer,Accessory,3,1363440.0,2959,4090320.0
2022-02-21,Hoodie Oversize,Accessory,4,1199011.0,2062,4796044.0
2022-01-27,Dress Summer,Jacket,5,692661.0,1463,3463305.0
2022-06-06,T-Shirt Basic,Hoodie,2,1263021.0,2455,2526042.0
2022-08-27,Dress Summer,T-Shirt,1,1266127.0,2734,1266127.0
2022-06-05,Jeans Slim,T-Shirt,3,1168287.0,2672,3504861.0
2022-10-18,Scarf Wool,Accessory,2,404474.0,1104,808948.0
2022-05-16,Hoodie Oversize,Jacket,1,1792516.0,1982,1792516.0
2022-05-24,Dress Summer,Dress,4,870646.0,2217,3482584.0
2022-04-16,T-Shirt Basic,T-Shirt,4,1239289.0,1250,4957156.0
2022-06-07,Scarf Wool,T-Shirt,1,1622931.0,2037,1622931.0
2022-05-26,Hoodie Oversize,Accessory,3,906097.0,1567,2718291.0
2022-01-02,T-Shirt Basic,Accessory,1,1449584.0,2880,1449584.0
2022-03-18,Jacket Leather,Jacket,2,1756328.0,1597,3512656.0
2022-05-12,Jeans Slim,Accessory,2,806349.0,1621,1612698.0
2022-03-31,Jacket Leather,Jeans,4,878168.0,1555,3512672.0
2022-12-11,Jeans Slim,Hoodie,1,1653643.0,2412,1653643.0
2022-12-16,Dress Summer,T-Shirt,4,497446.0,1071,1989784.0
2022-09-20,Hoodie Oversize,Jeans,3,294322.0,1956,882966.0
2022-12-17,Dress Summer,Dress,2,1658778.0,2804,3317556.0
2022-04-18,Jeans Slim,Jeans,5,1523467.0,2595,7617335.0
2022-03-15,Jeans Slim,Jacket,5,1757504.0,1973,8787520.0
2022-02-08,Jeans Slim,Dress,1,340269.0,1438,340269.0
2022-06-08,Scarf Wool,Dress,1,492075.0,2068,492075.0
2022-03-12,T-Shirt Basic,Accessory,5,413234.0,2296,2066170.0
2022-11-08,Hoodie Oversize,Jeans,1,1309295.0,2926,1309295.0
2022-08-29,Dress Summer,Jacket,2,1189316.0,2038,2378632.0
2022-10-25,Dress Summer,T-Shirt,3,806970.0,2395,2420910.0
2022-02-05,Jacket Leather,Accessory,3,339006.0,2136,1017018.0
2022-03-25,Jeans Slim,Jeans,4,1241476.0,2403,4965904.0
2022-09-20,Jeans Slim,T-Shirt,2,1133687.0,1314,2267374.0
2022-11-06,Jeans Slim,Jeans,1,425000.0,2439,425000.0
2022-06-21,Dress Summer,Accessory,1,1658810.0,2764,1658810.0
2022-06-22,Jacket Leather,T-Shirt,4,558372.0,1485,2233488.0
2022-12-28,T-Shirt Basic,Accessory,4,1402439.0,1169,5609756.0
2022-02-16,Scarf Wool,Jeans,1,1621868.0,1888,1621868.0
2022-05-21,Hoodie Oversize,Dress,1,1148186.0,1803,1148186.0
2022-04-28,T-Shirt Basic,Hoodie,2,632616.0,1246,1265232.0
2022-10-04,Dress Summer,Dress,4,729335.0,1266,2917340.0
2022-08-02,Scarf Wool,Accessory,2,1622909.0,1849,3245818.0
2022-08-08,Scarf Wool,Accessory,1,712299.0,1243,712299.0
2022-01-26,Scarf Wool,Accessory,5,1406595.0,2694,7032975.0
2022-01-09,Jeans Slim,T-Shirt,5,1784756.0,2324,8923780.0
2022-09-28,Hoodie Oversize,Jacket,1,1799716.0,2975,1799716.0
2022-01-10,Dress Summer,Accessory,4,1076894.0,2351,4307576.0
2022-05-01,Dress Summer,Dress,5,1531161.0,1530,7655805.0
2022-05-05,Scarf Wool,Hoodie,4,1784887.0,2619,7139548.0
2022-06-19,Dress Summer,Accessory,5,830743.0,1847,4153715.0
2022-03-13,Hoodie Oversize,Accessory,4,641235.0,2767,2564940.0
2022-06-01,Hoodie Oversize,Accessory,5,427062.0,2004,2135310.0
2022-07-27,Jacket Leather,T-Shirt,4,468394.0,1342,1873576.0
2022-02-18,Jacket Leather,Accessory,2,1573012.0,2789,3146024.0
2022-06-03,T-Shirt Basic,Dress,4,1162521.0,2703,4650084.0
2022-12-13,Hoodie Oversize,Jeans,2,1604249.0,2578,3208498.0
2022-10-20,Hoodie Oversize,Jacket,2,1473655.0,2273,2947310.0
2022-03-09,Hoodie Oversize,Accessory,1,1294304.0,1760,1294304.0
2022-02-19,Jacket Leather,T-Shirt,2,1194434.0,2974,2388868.0
2022-06-01,Scarf Wool,Dress,3,324925.0,2404,974775.0
2022-01-19,Scarf Wool,Accessory,2,1602027.0,1798,3204054.0
2022-04-10,Dress Summer,T-Shirt,4,897655.0,1532,3590620.0
2022-03-01,Scarf Wool,Jeans,2,1117670.0,2918,2235340.0
2022-06-16,Jeans Slim,Hoodie,4,284028.0,1864,1136112.0
2022-07-21,Jacket Leather,Accessory,4,1700914.0,2405,6803656.0
2022-12-11,Hoodie Oversize,Dress,3,1649248.0,1042,4947744.0
2022-05-26,Scarf Wool,T-Shirt,2,1092081.0,2369,2184162.0
2022-06-13,Jacket Leather,T-Shirt,2,1144833.0,1599,2289666.0
2022-08-30,Scarf Wool,Accessory,5,1342777.0,2285,6713885.0
2022-03-10,T-Shirt Basic,T-Shirt,5,660277.0,1306,3301385.0
2022-06-24,Hoodie Oversize,Hoodie,1,593969.0,1809,593969.0
2022-02-18,T-Shirt Basic,T-Shirt,4,1294736.0,1862,5178944.0
2022-04-18,Hoodie Oversize,Jacket,3,411855.0,2264,1235565.0
2022-08-14,Jacket Leather,Jacket,5,953796.0,1679,4768980.0
2022-06-10,Dress Summer,T-Shirt,2,1013779.0,2337,2027558.0
2022-04-29,Scarf Wool,Accessory,1,841072.0,1731,841072.0
2022-05-29,Scarf Wool,Jacket,3,537166.0,1441,1611498.0
2022-05-30,Jeans Slim,Dress,2,800740.0,1933,1601480.0
2022-10-20,T-Shirt Basic,Jacket,2,773214.0,1903,1546428.0
2022-05-23,Scarf Wool,T-Shirt,4,1023862.0,1133,4095448.0
2022-06-09,Jacket Leather,Accessory,4,1295755.0,1719,5183020.0
2022-01-11,Dress Summer,Jeans,5,1750764.0,1051,8753820.0
2022-05-18,Jacket Leather,Accessory,5,473453.0,1618,2367265.0
2022-03-19,T-Shirt Basic,Accessory,2,1603177.0,1392,3206354.0
2022-03-18,Jeans Slim,Accessory,2,690476.0,1696,1380952.0
2022-09-11,Scarf Wool,Dress,5,1166628.0,2737,5833140.0
2022-09-15,Jacket Leather,Hoodie,5,1097442.0,1523,5487210.0
2022-11-16,Hoodie Oversize,T-Shirt,2,1113270.0,2790,2226540.0
2022-10-18,Dress Summer,Hoodie,3,1371206.0,1508,4113618.0
2022-09-20,Jacket Leather,Jeans,2,841617.0,2686,1683234.0
2022-03-26,Dress Summer,Hoodie,3,744605.0,1354,2233815.0
2022-05-26,Scarf Wool,T-Shirt,3,1571894.0,1867,4715682.0
2022-11-19,Hoodie Oversize,T-Shirt,2,591147.0,1973,1182294.0
2022-02-11,Jeans Slim,Jeans,1,529381.0,2419,529381.0
2022-05-05,Jeans Slim,T-Shirt,5,274192.0,1956,1370960.0
2022-06-16,Hoodie Oversize,Jeans,4,576396.0,1096,2305584.0
2022-08-29,Dress Summer,Jeans,2,1053724.0,1106,2107448.0
2022-10-07,Scarf Wool,T-Shirt,3,1084689.0,2679,3254067.0
2022-07-07,Jacket Leather,Jacket,2,644352.0,1678,1288704.0
2022-10-29,Hoodie Oversize,Jeans,5,362025.0,1513,1810125.0
2022-01-19,T-Shirt Basic,T-Shirt,3,1404193.0,2582,4212579.0
2022-03-09,Dress Summer,Jacket,4,1424862.0,2266,5699448.0
2022-08-06,Jeans Slim,Jeans,4,1796646.0,1856,7186584.0
2022-04-12,Hoodie Oversize,Jacket,4,1645046.0,2963,6580184.0
2022-02-11,Jeans Slim,Dress,1,1685396.0,2512,1685396.0
2022-10-15,Dress Summer,Accessory,3,1487216.0,1790,4461648.0
2022-06-16,Jeans Slim,Dress,3,1204029.0,1515,3612087.0
2022-04-19,Hoodie Oversize,Jacket,1,449246.0,2678,449246.0
2022-02-05,Dress Summer,Jeans,3,1214586.0,1898,3643758.0
2022-08-20,T-Shirt Basic,T-Shirt,1,336732.0,2085,336732.0
2022-08-17,Hoodie Oversize,Hoodie,2,1622214.0,2440,3244428.0
2022-12-19,Jacket Leather,T-Shirt,5,996823.0,2008,4984115.0
2022-06-13,Scarf Wool,Hoodie,4,1331083.0,2318,5324332.0
2022-03-14,Hoodie Oversize,Hoodie,1,330978.0,1737,330978.0
2022-05-16,Dress Summer,Jeans,1,1078085.0,1302,1078085.0
2022-12-19,Scarf Wool,Jacket,1,716958.0,2194,716958.0
2022-03-11,Hoodie Oversize,T-Shirt,2,691701.0,1646,1383402.0
2022-07-15,T-Shirt Basic,Jacket,1,853967.0,2065,853967.0
2022-09-26,T-Shirt Basic,Dress,5,250991.0,1231,1254955.0
2022-02-18,Jacket Leather,Jeans,5,973324.0,2433,4866620.0
2022-11-12,Jeans Slim,Jeans,4,1004178.0,1738,4016712.0
2022-05-10,Scarf Wool,Dress,2,1587853.0,2675,3175706.0
2022-01-05,Dress Summer,T-Shirt,5,945215.0,2646,4726075.0
2022-01-27,Dress Summer,Accessory,3,813512.0,1997,2440536.0
2022-06-09,Jeans Slim,Dress,3,1791858.0,1297,5375574.0
2022-05-29,T-Shirt Basic,T-Shirt,3,1135381.0,1455,3406143.0
2022-09-21,T-Shirt Basic,Hoodie,1,982550.0,2081,982550.0
2022-08-18,Hoodie Oversize,Jeans,1,1018701.0,1942,1018701.0
2022-07-19,Jacket Leather,T-Shirt,3,1504231.0,2659,4512693.0
2022-02-19,Scarf Wool,Jacket,4,778048.0,1240,3112192.0
2022-03-08,Jacket Leather,Jacket,4,853199.0,2622,3412796.0
2022-10-27,Jacket Leather,Jeans,1,1421604.0,2200,1421604.0
2022-02-27,Hoodie Oversize,Dress,3,363125.0,2087,1089375.0
2022-09-16,Jacket Leather,Accessory,4,1591012.0,1551,6364048.0
2022-12-08,Jeans Slim,Dress,1,916814.0,1138,916814.0
2022-11-22,Hoodie Oversize,T-Shirt,3,1151004.0,1454,3453012.0
2022-05-10,Jeans Slim,Dress,2,1424088.0,2777,2848176.0
2022-08-03,Hoodie Oversize,Jeans,3,662380.0,2473,1987140.0
2022-06-21,Jacket Leather,T-Shirt,3,1629987.0,2250,4889961.0
2022-09-15,Jeans Slim,Hoodie,5,1767799.0,1443,8838995.0
2022-04-12,Jeans Slim,Dress,5,1016125.0,2230,5080625.0
2022-07-28,Jeans Slim,Dress,2,1702253.0,2700,3404506.0
2022-10-18,Hoodie Oversize,Accessory,2,251749.0,1027,503498.0
2022-12-20,Dress Summer,T-Shirt,3,1636069.0,1457,4908207.0
2022-10-13,Jacket Leather,Jacket,4,732120.0,1695,2928480.0
2022-04-26,Jeans Slim,Dress,2,732818.0,1710,1465636.0
2022-09-21,Scarf Wool,Jeans,3,603538.0,1849,1810614.0
2022-05-30,Dress Summer,Dress,1,741372.0,1949,741372.0
2022-10-27,Scarf Wool,Accessory,5,580901.0,1107,2904505.0
2022-02-05,Jacket Leather,Hoodie,4,1654097.0,1444,6616388.0
2022-11-29,Jacket Leather,Accessory,3,1643487.0,2725,4930461.0
2022-10-14,Jeans Slim,Dress,1,408428.0,1036,408428.0
2022-10-30,Jeans Slim,Jacket,5,471431.0,1597,2357155.0
2022-11-07,Hoodie Oversize,Dress,1,1586129.0,1155,1586129.0
2022-07-27,Dress Summer,T-Shirt,3,868354.0,2193,2605062.0
2022-04-16,Dress Summer,Dress,2,512371.0,1796,1024742.0
2022-06-07,Jeans Slim,Jacket,5,1041538.0,1272,5207690.0
2022-05-01,Jacket Leather,T-Shirt,1,895835.0,2571,895835.0
2022-02-24,Jeans Slim,Jeans,2,589700.0,2444,1179400.0
2022-01-12,Jacket Leather,T-Shirt,4,1367166.0,2208,5468664.0
2022-05-25,Jacket Leather,Accessory,3,1228498.0,2635,3685494.0
2022-05-16,Jeans Slim,Hoodie,3,404476.0,2261,1213428.0
2022-01-03,T-Shirt Basic,Accessory,5,1684349.0,2939,8421745.0
2022-05-24,Dress Summer,T-Shirt,1,1115628.0,2533,1115628.0
2022-01-30,Scarf Wool,Jeans,4,637817.0,2465,2551268.0
2022-08-25,Jacket Leather,Dress,5,569752.0,1981,2848760.0
2022-10-06,Jacket Leather,T-Shirt,5,460719.0,1122,2303595.0
2022-12-14,T-Shirt Basic,Accessory,1,908188.0,2441,908188.0
2022-04-25,Scarf Wool,T-Shirt,4,460089.0,2559,1840356.0
2022-04-14,Hoodie Oversize,T-Shirt,1,894515.0,2399,894515.0
2022-04-28,T-Shirt Basic,T-Shirt,3,480594.0,2599,1441782.0
2022-01-05,Scarf Wool,Jeans,2,1268052.0,2350,2536104.0
2022-12-26,T-Shirt Basic,Jacket,3,1467125.0,2504,4401375.0
2022-09-05,Jacket Leather,Jacket,3,1101760.0,1150,3305280.0
2022-12-30,Dress Summer,T-Shirt,5,1304088.0,1707,6520440.0
2022-11-17,T-Shirt Basic,Jeans,3,1704487.0,1995,5113461.0
2022-05-01,Hoodie Oversize,Jeans,4,1239476.0,2616,4957904.0
2022-10-13,Jeans Slim,T-Shirt,3,814445.0,2514,2443335.0
2022-05-29,Scarf Wool,Accessory,4,946694.0,2851,3786776.0
